,Date,Airport,Total,Flights,Booths,Mean per flight
5736,2012-06-01,ORD,12245.0,60.0,464.0,204.08
5737,2012-06-01,PHL,4643.0,30.0,147.0,154.77
5738,2012-06-01,PHX,1801.0,17.0,61.0,105.94
5739,2012-06-01,SEA,3476.0,21.0,137.0,165.52
5740,2012-06-01,SFO,12836.0,54.0,506.0,237.7
5741,2012-06-01,LGA,14837.0,92.0,616.0,161.27
5742,2012-06-01,BOS,6148.0,33.0,230.0,186.0
5743,2012-06-02,ATL,15437.0,138.0,551.0,111.86
5744,2012-06-02,CLT,5704.0,37.0,110.0,154.16
5745,2012-06-02,DEN,2042.0,16.0,63.0,127.63
5746,2012-06-02,DFW,8596.0,67.0,255.0,128.3
5747,2012-06-02,DTW,5314.0,25.0,271.0,212.56
5748,2012-06-02,EWR,16104.0,97.0,508.0,166.02
5749,2012-06-02,IAH,11767.0,116.0,381.0,101.44
5750,2012-06-02,JFK,38001.0,176.0,1391.0,215.91
5751,2012-06-02,LAS,1372.0,7.0,47.0,196.0
5752,2012-06-02,LAX,24538.0,112.0,997.0,219.09
5753,2012-06-02,MCO,4890.0,25.0,169.0,195.6
5754,2012-06-02,MIA,25281.0,166.0,791.0,152.3
5755,2012-06-02,MSP,1774.0,10.0,73.0,177.4
5756,2012-06-02,ORD,13836.0,67.0,381.0,206.51
5757,2012-06-02,PHL,6452.0,37.0,191.0,174.38
5758,2012-06-02,PHX,2209.0,20.0,66.0,110.45
5759,2012-06-02,SEA,3546.0,22.0,138.0,161.18
5760,2012-06-02,SFO,13294.0,56.0,420.0,237.39
5761,2012-06-02,LGA,16104.0,97.0,508.0,166.02
5762,2012-06-02,BOS,5681.0,28.0,177.0,202.0
5763,2012-06-03,ATL,13384.0,122.0,570.0,109.7
5764,2012-06-03,CLT,4394.0,27.0,95.0,162.74
5765,2012-06-03,DEN,1790.0,14.0,58.0,127.86
5766,2012-06-03,DFW,8137.0,64.0,246.0,127.14
5767,2012-06-03,DTW,4435.0,20.0,198.0,221.75
5768,2012-06-03,EWR,15339.0,99.0,547.0,154.94
5769,2012-06-03,IAH,12327.0,122.0,395.0,101.04
5770,2012-06-03,JFK,37752.0,176.0,1475.0,214.5
5771,2012-06-03,LAS,2789.0,18.0,103.0,154.94
5772,2012-06-03,LAX,24523.0,108.0,1088.0,227.06
5773,2012-06-03,MCO,4504.0,24.0,186.0,187.67
5774,2012-06-03,MIA,24946.0,171.0,831.0,145.88
5775,2012-06-03,MSP,1794.0,11.0,85.0,163.09
5776,2012-06-03,ORD,13356.0,67.0,423.0,199.34
5777,2012-06-03,PHL,6093.0,38.0,217.0,160.34
5778,2012-06-03,PHX,2301.0,22.0,69.0,104.59
5779,2012-06-03,SEA,3253.0,19.0,106.0,171.21
5780,2012-06-03,SFO,12604.0,50.0,430.0,252.08
5781,2012-06-03,LGA,15339.0,99.0,547.0,154.94
5782,2012-06-03,BOS,5796.0,32.0,202.0,181.0
5783,2012-06-04,ATL,11965.0,114.0,528.0,104.96
5784,2012-06-04,CLT,3410.0,22.0,80.0,155.0
5785,2012-06-04,DEN,1137.0,9.0,45.0,126.33
5786,2012-06-04,DFW,6838.0,60.0,203.0,113.97
5787,2012-06-04,DTW,3479.0,21.0,207.0,165.67
5788,2012-06-04,EWR,14089.0,93.0,538.0,151.49
5789,2012-06-04,IAH,10103.0,111.0,355.0,91.02
5790,2012-06-04,JFK,35989.0,176.0,1474.0,204.48
5791,2012-06-04,LAS,1461.0,9.0,64.0,162.33
5792,2012-06-04,LAX,22057.0,102.0,1027.0,216.25
5793,2012-06-04,MCO,3569.0,20.0,144.0,178.45
5794,2012-06-04,MIA,21166.0,163.0,786.0,129.85
5795,2012-06-04,MSP,1715.0,11.0,70.0,155.91
5796,2012-06-04,ORD,12340.0,63.0,411.0,195.87
5797,2012-06-04,PHL,4680.0,30.0,156.0,156.0
5798,2012-06-04,PHX,1859.0,18.0,79.0,103.28
5799,2012-06-04,SEA,3018.0,19.0,93.0,158.84
5800,2012-06-04,SFO,11993.0,51.0,439.0,235.16
5801,2012-06-04,LGA,14089.0,93.0,538.0,151.49
5802,2012-06-04,BOS,4971.0,32.0,180.0,155.0
5803,2012-06-05,ATL,10839.0,72.0,629.0,150.54
5804,2012-06-05,CLT,2871.0,20.0,74.0,143.55
5805,2012-06-05,DEN,1217.0,10.0,52.0,121.7
5806,2012-06-05,DFW,5652.0,54.0,204.0,104.67
5807,2012-06-05,DTW,3682.0,21.0,231.0,175.33
5808,2012-06-05,EWR,12071.0,91.0,532.0,132.65
5809,2012-06-05,IAH,8123.0,94.0,332.0,86.41
5810,2012-06-05,JFK,31808.0,169.0,1310.0,188.21
5811,2012-06-05,LAS,1465.0,7.0,43.0,209.29
5812,2012-06-05,LAX,20715.0,96.0,1017.0,215.78
5813,2012-06-05,MCO,3628.0,23.0,172.0,157.74
5814,2012-06-05,MIA,19698.0,155.0,775.0,127.08
5815,2012-06-05,MSP,1694.0,11.0,73.0,154.0
5816,2012-06-05,ORD,11062.0,62.0,365.0,178.42
5817,2012-06-05,PHL,3997.0,28.0,152.0,142.75
5818,2012-06-05,PHX,1573.0,17.0,60.0,92.53
5819,2012-06-05,SEA,3624.0,21.0,123.0,172.57
5820,2012-06-05,SFO,12049.0,56.0,454.0,215.16
5821,2012-06-05,LGA,12071.0,91.0,532.0,132.65
5822,2012-06-05,BOS,4046.0,31.0,152.0,130.0
5823,2012-06-06,ATL,11254.5,74.5,627.5,151.05
5824,2012-06-06,CLT,3083.0,21.0,80.0,146.66
5825,2012-06-06,DEN,1241.5,10.0,48.5,124.15
5826,2012-06-06,DFW,6184.5,56.5,228.5,109.26
5827,2012-06-06,DTW,3827.5,21.0,222.5,182.26
5828,2012-06-06,EWR,12764.5,93.5,572.5,136.42
5829,2012-06-06,IAH,8944.0,105.5,364.5,84.94
5830,2012-06-06,JFK,32779.5,172.5,1375.0,189.99
5831,2012-06-06,LAS,2422.5,13.0,78.0,193.59
5832,2012-06-06,LAX,20827.0,96.5,995.5,215.82
5833,2012-06-06,MCO,3222.5,21.5,156.0,149.29
5834,2012-06-06,MIA,20755.0,158.5,820.5,130.86
5835,2012-06-06,MSP,1688.5,11.0,78.5,153.5
5836,2012-06-06,ORD,11210.5,61.0,346.0,183.87
5837,2012-06-06,PHL,4310.0,28.5,138.5,151.08
5838,2012-06-06,PHX,1527.0,17.5,61.5,87.4
5839,2012-06-06,SEA,3297.5,20.0,125.0,164.47
5840,2012-06-06,SFO,11894.0,53.5,458.5,222.67
5841,2012-06-06,LGA,12764.5,93.5,572.5,136.42
5842,2012-06-06,BOS,4189.0,30.0,166.0,139.0
5843,2012-06-07,ATL,11670.0,77.0,626.0,151.56
5844,2012-06-07,CLT,3295.0,22.0,86.0,149.77
5845,2012-06-07,DEN,1266.0,10.0,45.0,126.6
5846,2012-06-07,DFW,6717.0,59.0,253.0,113.85
5847,2012-06-07,DTW,3973.0,21.0,214.0,189.19
5848,2012-06-07,EWR,13458.0,96.0,613.0,140.19
5849,2012-06-07,IAH,9765.0,117.0,397.0,83.46
5850,2012-06-07,JFK,33751.0,176.0,1440.0,191.77
5851,2012-06-07,LAS,3380.0,19.0,113.0,177.89
5852,2012-06-07,LAX,20939.0,97.0,974.0,215.87
5853,2012-06-07,MCO,2817.0,20.0,140.0,140.85
5854,2012-06-07,MIA,21812.0,162.0,866.0,134.64
5855,2012-06-07,MSP,1683.0,11.0,84.0,153.0
5856,2012-06-07,ORD,11359.0,60.0,327.0,189.32
5857,2012-06-07,PHL,4623.0,29.0,125.0,159.41
5858,2012-06-07,PHX,1481.0,18.0,63.0,82.28
5859,2012-06-07,SEA,2971.0,19.0,127.0,156.37
5860,2012-06-07,SFO,11739.0,51.0,463.0,230.18
5861,2012-06-07,LGA,13458.0,96.0,613.0,140.19
5862,2012-06-07,BOS,4699.0,34.0,180.0,138.0
5863,2012-06-08,ATL,11955.0,81.0,727.0,147.59
5864,2012-06-08,CLT,3274.0,22.0,68.0,148.82
5865,2012-06-08,DEN,1090.0,9.0,47.0,121.11
5866,2012-06-08,DFW,7291.0,58.0,215.0,125.71
5867,2012-06-08,DTW,4224.0,23.0,214.0,183.65
5868,2012-06-08,EWR,13331.0,96.0,540.0,138.86
5869,2012-06-08,IAH,10464.0,120.0,416.0,87.2
5870,2012-06-08,JFK,32250.0,178.0,1384.0,181.18
5871,2012-06-08,LAS,1748.0,12.0,46.0,145.67
5872,2012-06-08,LAX,21584.0,102.0,1058.0,211.61
5873,2012-06-08,MCO,3125.0,22.0,149.0,142.05
5874,2012-06-08,MIA,23001.0,171.0,872.0,134.51
5875,2012-06-08,MSP,1593.0,10.0,72.0,159.3
5876,2012-06-08,ORD,11256.0,61.0,445.0,184.52
5877,2012-06-08,PHL,4276.0,31.0,152.0,137.94
5878,2012-06-08,PHX,1775.0,18.0,61.0,98.61
5879,2012-06-08,SEA,3392.0,20.0,189.0,169.6
5880,2012-06-08,SFO,12331.0,53.0,459.0,232.66
5881,2012-06-08,LGA,13331.0,96.0,540.0,138.86
5882,2012-06-08,BOS,4919.0,27.0,167.0,182.0
5883,2012-06-09,ATL,15452.0,92.0,714.0,167.96
5884,2012-06-09,CLT,5199.0,35.0,104.0,148.54
5885,2012-06-09,DEN,2087.0,17.0,59.0,122.76
5886,2012-06-09,DFW,8639.0,68.0,242.0,127.04
5887,2012-06-09,DTW,4941.0,24.0,202.0,205.88
5888,2012-06-09,EWR,15406.0,108.0,584.0,142.65
5889,2012-06-09,IAH,13120.0,129.0,383.0,101.71
5890,2012-06-09,JFK,36464.0,186.0,1394.0,196.04
5891,2012-06-09,LAS,1296.0,6.0,41.0,216.0
5892,2012-06-09,LAX,23867.0,112.0,1021.0,213.1
5893,2012-06-09,MCO,4176.0,25.0,180.0,167.04
5894,2012-06-09,MIA,24457.0,172.0,781.0,142.19
5895,2012-06-09,MSP,1695.0,11.0,82.0,154.09
5896,2012-06-09,ORD,13921.0,74.0,421.0,188.12
5897,2012-06-09,PHL,5793.0,36.0,177.0,160.92
5898,2012-06-09,PHX,2095.0,21.0,83.0,99.76
5899,2012-06-09,SEA,3853.0,22.0,132.0,175.14
5900,2012-06-09,SFO,13290.0,56.0,412.0,237.32
5901,2012-06-09,LGA,15406.0,108.0,584.0,142.65
5902,2012-06-09,BOS,5252.0,30.0,199.0,175.0
5903,2012-06-10,ATL,13895.0,83.0,653.0,167.41
5904,2012-06-10,CLT,4178.0,27.0,88.0,154.74
5905,2012-06-10,DEN,1672.0,14.0,70.0,119.43
5906,2012-06-10,DFW,8586.0,64.0,263.0,134.16
5907,2012-06-10,DTW,4445.0,21.0,223.0,211.67
5908,2012-06-10,EWR,13825.0,100.0,503.0,138.25
5909,2012-06-10,IAH,13228.0,129.0,424.0,102.54
5910,2012-06-10,JFK,35832.0,180.0,1495.0,199.07
5911,2012-06-10,LAS,2578.0,16.0,101.0,161.13
5912,2012-06-10,LAX,24467.0,110.0,1077.0,222.43
5913,2012-06-10,MCO,3520.0,24.0,170.0,146.67
5914,2012-06-10,MIA,22956.0,168.0,809.0,136.64
5915,2012-06-10,MSP,1760.0,11.0,87.0,160.0
5916,2012-06-10,ORD,13367.0,68.0,363.0,196.57
5917,2012-06-10,PHL,5608.0,37.0,190.0,151.57
5918,2012-06-10,PHX,2353.0,22.0,94.0,106.95
5919,2012-06-10,SEA,3418.0,20.0,132.0,170.9
5920,2012-06-10,SFO,12868.0,51.0,468.0,252.31
5921,2012-06-10,LGA,13825.0,100.0,503.0,138.25
5922,2012-06-10,BOS,4580.0,31.0,177.0,147.0
5923,2012-06-11,ATL,13105.0,82.0,653.0,159.82
5924,2012-06-11,CLT,3445.0,22.0,94.0,156.59
5925,2012-06-11,DEN,1134.0,9.0,34.0,126.0
5926,2012-06-11,DFW,7622.0,60.0,232.0,127.03
5927,2012-06-11,DTW,4647.0,22.0,212.0,211.23
5928,2012-06-11,EWR,13808.0,97.0,529.0,142.35
5929,2012-06-11,IAH,10858.0,117.0,341.0,92.8
5930,2012-06-11,JFK,35348.0,179.0,1480.0,197.47
5931,2012-06-11,LAS,1634.0,9.0,50.0,181.56
5932,2012-06-11,LAX,21806.0,103.0,1028.0,211.71
5933,2012-06-11,MCO,2821.0,18.0,142.0,156.72
5934,2012-06-11,MIA,21305.0,170.0,749.0,125.32
5935,2012-06-11,MSP,1550.0,10.0,52.0,155.0
5936,2012-06-11,ORD,12614.0,65.0,353.0,194.06
5937,2012-06-11,PHL,4735.0,30.0,149.0,157.83
5938,2012-06-11,PHX,1833.0,18.0,64.0,101.83
5939,2012-06-11,SEA,3244.0,19.0,119.0,170.74
5940,2012-06-11,SFO,12537.0,52.0,465.0,241.1
5941,2012-06-11,LGA,13808.0,97.0,529.0,142.35
5942,2012-06-11,BOS,4274.0,32.0,151.0,133.0
5943,2012-06-12,ATL,11450.0,78.0,648.0,146.79
5944,2012-06-12,CLT,3121.0,21.0,97.0,148.62
5945,2012-06-12,DEN,1213.0,9.0,47.0,134.78
5946,2012-06-12,DFW,6114.0,54.0,217.0,113.22
5947,2012-06-12,DTW,4454.0,23.0,223.0,193.65
5948,2012-06-12,EWR,12401.0,92.0,486.0,134.79
5949,2012-06-12,IAH,9603.0,110.0,325.0,87.3
5950,2012-06-12,JFK,31572.0,171.0,1362.0,184.63
5951,2012-06-12,LAS,1536.0,8.0,44.0,192.0
5952,2012-06-12,LAX,21360.0,96.0,955.0,222.5
5953,2012-06-12,MCO,3088.0,23.0,149.0,134.26
5954,2012-06-12,MIA,19090.0,154.0,797.0,123.96
5955,2012-06-12,MSP,1775.0,12.0,74.0,147.92
5956,2012-06-12,ORD,11332.0,61.0,347.0,185.77
5957,2012-06-12,PHL,3714.0,28.0,174.0,132.64
5958,2012-06-12,PHX,1614.0,17.0,71.0,94.94
5959,2012-06-12,SEA,3748.0,21.0,139.0,178.48
5960,2012-06-12,SFO,12577.0,52.0,438.0,241.87
5961,2012-06-12,LGA,12401.0,92.0,486.0,134.79
5962,2012-06-12,BOS,4601.0,31.0,195.0,148.0
5963,2012-06-13,ATL,11238.0,80.0,600.0,140.48
5964,2012-06-13,CLT,3005.0,22.0,80.0,136.59
5965,2012-06-13,DEN,953.0,9.0,33.0,105.89
5966,2012-06-13,DFW,7055.0,59.0,229.0,119.58
5967,2012-06-13,DTW,4453.0,22.0,189.0,202.41
5968,2012-06-13,EWR,12819.0,93.0,536.0,137.84
5969,2012-06-13,IAH,9459.0,108.0,347.0,87.58
5970,2012-06-13,JFK,32877.0,175.0,1466.0,187.87
5971,2012-06-13,LAS,1678.0,7.0,59.0,239.71
5972,2012-06-13,LAX,21930.0,102.0,1041.0,215.0
5973,2012-06-13,MCO,2833.0,21.0,152.0,134.9
5974,2012-06-13,MIA,20398.0,157.0,771.0,129.92
5975,2012-06-13,MSP,1734.0,11.0,56.0,157.64
5976,2012-06-13,ORD,11712.0,62.0,391.0,188.9
5977,2012-06-13,PHL,3894.0,30.0,171.0,129.8
5978,2012-06-13,PHX,1159.0,16.0,53.0,72.44
5979,2012-06-13,SEA,3718.0,21.0,147.0,177.05
5980,2012-06-13,SFO,12709.0,53.0,464.0,239.79
5981,2012-06-13,LGA,12819.0,93.0,536.0,137.84
5982,2012-06-13,BOS,4812.0,29.0,191.0,165.0
5983,2012-06-14,ATL,12579.0,78.0,653.0,161.27
5984,2012-06-14,CLT,3326.0,22.0,95.0,151.18
5985,2012-06-14,DEN,1567.0,11.0,59.0,142.45
5986,2012-06-14,DFW,6861.0,51.0,232.0,134.53
5987,2012-06-14,DTW,4599.0,21.0,189.0,219.0
5988,2012-06-14,EWR,14623.0,96.0,528.0,152.32
5989,2012-06-14,IAH,11555.0,120.0,405.0,96.29
5990,2012-06-14,JFK,35839.0,180.0,1520.0,199.11
5991,2012-06-14,LAS,3315.0,19.0,100.0,174.47
5992,2012-06-14,LAX,21692.0,99.0,985.0,219.11
5993,2012-06-14,MCO,3060.0,20.0,150.0,153.0
5994,2012-06-14,MIA,22807.0,167.0,851.0,136.57
5995,2012-06-14,MSP,1808.0,11.0,77.0,164.36
5996,2012-06-14,ORD,12606.0,65.0,412.0,193.94
5997,2012-06-14,PHL,3944.0,27.0,145.0,146.07
5998,2012-06-14,PHX,1529.0,17.0,73.0,89.94
5999,2012-06-14,SEA,3499.0,19.0,141.0,184.16
6000,2012-06-14,SFO,12810.0,50.0,510.0,256.2
6001,2012-06-14,LGA,14623.0,96.0,528.0,152.32
6002,2012-06-14,BOS,6085.0,33.0,223.0,184.0
6003,2012-06-15,ATL,13571.0,81.0,706.0,167.54
6004,2012-06-15,CLT,3785.0,22.0,73.0,172.05
6005,2012-06-15,DEN,1188.0,9.0,36.0,132.0
6006,2012-06-15,DFW,8274.0,63.0,248.0,131.33
6007,2012-06-15,DTW,4845.0,22.0,227.0,220.23
6008,2012-06-15,EWR,15199.0,101.0,532.0,150.49
6009,2012-06-15,IAH,12594.0,119.0,432.0,105.83
6010,2012-06-15,JFK,36901.0,180.0,1490.0,205.01
6011,2012-06-15,LAS,1778.0,10.0,65.0,177.8
6012,2012-06-15,LAX,22851.0,101.0,1105.0,226.25
6013,2012-06-15,MCO,3891.0,22.0,205.0,176.86
6014,2012-06-15,MIA,25835.0,177.0,904.0,145.96
6015,2012-06-15,MSP,1809.0,10.0,85.0,180.9
6016,2012-06-15,ORD,13184.0,65.0,478.0,202.83
6017,2012-06-15,PHL,5400.0,32.0,153.0,168.75
6018,2012-06-15,PHX,1730.0,18.0,69.0,96.11
6019,2012-06-15,SEA,3481.0,20.0,170.0,174.05
6020,2012-06-15,SFO,13659.0,53.0,504.0,257.72
6021,2012-06-15,LGA,15199.0,101.0,532.0,150.49
6022,2012-06-15,BOS,6129.0,29.0,211.0,211.0
6023,2012-06-16,ATL,16465.0,95.0,722.0,173.32
6024,2012-06-16,CLT,5613.0,35.0,113.0,160.37
6025,2012-06-16,DEN,2202.0,17.0,66.0,129.53
6026,2012-06-16,DFW,10120.0,76.0,270.0,133.16
6027,2012-06-16,DTW,5518.0,24.0,238.0,229.92
6028,2012-06-16,EWR,16610.0,104.0,601.0,159.71
6029,2012-06-16,IAH,14635.0,128.0,433.0,114.34
6030,2012-06-16,JFK,38097.0,184.0,1510.0,207.05
6031,2012-06-16,LAS,1258.0,7.0,37.0,179.71
6032,2012-06-16,LAX,25165.0,116.0,1049.0,216.94
6033,2012-06-16,MCO,4715.0,25.0,209.0,188.6
6034,2012-06-16,MIA,27980.0,187.0,827.0,149.63
6035,2012-06-16,MSP,1729.0,10.0,65.0,172.9
6036,2012-06-16,ORD,14838.0,72.0,457.0,206.08
6037,2012-06-16,PHL,6188.0,36.0,205.0,171.89
6038,2012-06-16,PHX,2126.0,20.0,64.0,106.3
6039,2012-06-16,SEA,3982.0,26.0,153.0,153.15
6040,2012-06-16,SFO,13830.0,58.0,446.0,238.45
6041,2012-06-16,LGA,16610.0,104.0,601.0,159.71
6042,2012-06-16,BOS,6371.0,32.0,218.0,199.0
6043,2012-06-17,ATL,14621.0,83.0,738.0,176.16
6044,2012-06-17,CLT,4451.0,27.0,87.0,164.85
6045,2012-06-17,DEN,1706.0,13.0,64.0,131.23
6046,2012-06-17,DFW,9216.0,69.0,246.0,133.57
6047,2012-06-17,DTW,4765.0,21.0,218.0,226.9
6048,2012-06-17,EWR,15188.0,98.0,544.0,154.98
6049,2012-06-17,IAH,14010.0,127.0,418.0,110.32
6050,2012-06-17,JFK,38952.0,189.0,1370.0,206.1
6051,2012-06-17,LAS,2767.0,17.0,111.0,162.76
6052,2012-06-17,LAX,25061.0,115.0,1249.0,217.92
6053,2012-06-17,MCO,4132.0,23.0,164.0,179.65
6054,2012-06-17,MIA,26269.0,178.0,876.0,147.58
6055,2012-06-17,MSP,1792.0,12.0,50.0,149.33
6056,2012-06-17,ORD,13983.0,70.0,450.0,199.76
6057,2012-06-17,PHL,6253.0,38.0,174.0,164.55
6058,2012-06-17,PHX,2185.0,22.0,74.0,99.32
6059,2012-06-17,SEA,3508.0,21.0,137.0,167.05
6060,2012-06-17,SFO,12896.0,51.0,483.0,252.86
6061,2012-06-17,LGA,15188.0,98.0,544.0,154.98
6062,2012-06-17,BOS,5871.0,33.0,199.0,177.0
6063,2012-06-18,ATL,13747.0,82.0,663.0,167.65
6064,2012-06-18,CLT,3742.0,22.0,89.0,170.09
6065,2012-06-18,DEN,1119.0,9.0,55.0,124.33
6066,2012-06-18,DFW,7876.0,62.0,236.0,127.03
6067,2012-06-18,DTW,4699.0,21.0,197.0,223.76
6068,2012-06-18,EWR,14837.0,98.0,554.0,151.4
6069,2012-06-18,IAH,12214.0,119.0,399.0,102.64
6070,2012-06-18,JFK,37554.0,182.0,1553.0,206.34
6071,2012-06-18,LAS,1421.0,10.0,56.0,142.1
6072,2012-06-18,LAX,21889.0,100.0,1049.0,218.89
6073,2012-06-18,MCO,3195.0,20.0,128.0,159.75
6074,2012-06-18,MIA,24732.0,175.0,850.0,141.33
6075,2012-06-18,MSP,1807.0,11.0,46.0,164.27
6076,2012-06-18,ORD,13285.0,67.0,419.0,198.28
6077,2012-06-18,PHL,5122.0,30.0,168.0,170.73
6078,2012-06-18,PHX,1657.0,18.0,49.0,92.06
6079,2012-06-18,SEA,3223.0,19.0,135.0,169.63
6080,2012-06-18,SFO,12941.0,54.0,386.0,239.65
6081,2012-06-18,LGA,14837.0,98.0,554.0,151.4
6082,2012-06-18,BOS,4967.0,33.0,231.0,150.0
6083,2012-06-19,ATL,12005.0,77.0,559.0,155.91
6084,2012-06-19,CLT,3479.0,21.0,81.0,165.67
6085,2012-06-19,DEN,1346.0,9.0,53.0,149.56
6086,2012-06-19,DFW,6599.0,60.0,250.0,109.98
6087,2012-06-19,DTW,4805.0,23.0,217.0,208.91
6088,2012-06-19,EWR,13524.0,96.0,522.0,140.88
6089,2012-06-19,IAH,10720.0,113.0,423.0,94.87
6090,2012-06-19,JFK,35310.0,181.0,1566.0,195.08
6091,2012-06-19,LAS,1456.0,11.0,46.0,132.36
6092,2012-06-19,LAX,20884.0,96.0,1020.0,217.54
6093,2012-06-19,MCO,3625.0,23.0,175.0,157.61
6094,2012-06-19,MIA,22318.0,163.0,796.0,136.92
6095,2012-06-19,MSP,1754.0,11.0,82.0,159.45
6096,2012-06-19,ORD,12513.0,65.0,385.0,192.51
6097,2012-06-19,PHL,4534.0,29.0,151.0,156.34
6098,2012-06-19,PHX,1456.0,17.0,54.0,85.65
6099,2012-06-19,SEA,3759.0,22.0,144.0,170.86
6100,2012-06-19,SFO,12441.0,52.0,449.0,239.25
6101,2012-06-19,LGA,13524.0,96.0,522.0,140.88
6102,2012-06-19,BOS,5476.0,32.0,212.0,171.0
6103,2012-06-20,ATL,13071.0,81.0,678.0,161.37
6104,2012-06-20,CLT,3478.0,21.0,76.0,165.62
6105,2012-06-20,DEN,1258.0,10.0,55.0,125.8
6106,2012-06-20,DFW,7925.0,64.0,244.0,123.83
6107,2012-06-20,DTW,4567.0,21.0,217.0,217.48
6108,2012-06-20,EWR,14040.0,93.0,484.0,150.97
6109,2012-06-20,IAH,11108.0,111.0,377.0,100.07
6110,2012-06-20,JFK,36359.0,181.0,1620.0,200.88
6111,2012-06-20,LAS,1629.0,8.0,74.0,203.63
6112,2012-06-20,LAX,23352.0,104.0,1184.0,224.54
6113,2012-06-20,MCO,3680.0,21.0,157.0,175.24
6114,2012-06-20,MIA,23058.0,167.0,836.0,138.07
6115,2012-06-20,MSP,1807.0,11.0,62.0,164.27
6116,2012-06-20,ORD,12786.0,65.0,360.0,196.71
6117,2012-06-20,PHL,4924.0,30.0,166.0,164.13
6118,2012-06-20,PHX,1369.0,16.0,69.0,85.56
6119,2012-06-20,SEA,3720.0,21.0,123.0,177.14
6120,2012-06-20,SFO,12677.0,53.0,443.0,239.19
6121,2012-06-20,LGA,14040.0,93.0,484.0,150.97
6122,2012-06-20,BOS,5707.0,29.0,183.0,196.0
6123,2012-06-21,ATL,13255.0,78.0,706.0,169.94
6124,2012-06-21,CLT,3767.0,23.0,96.0,163.78
6125,2012-06-21,DEN,1368.0,10.0,62.0,136.8
6126,2012-06-21,DFW,7234.0,60.0,253.0,120.57
6127,2012-06-21,DTW,5102.0,23.0,214.0,221.83
6128,2012-06-21,EWR,15587.0,96.0,571.0,162.36
6129,2012-06-21,IAH,11893.0,121.0,442.0,98.29
6130,2012-06-21,JFK,37257.0,187.0,1508.0,199.24
6131,2012-06-21,LAS,3495.0,21.0,135.0,166.43
6132,2012-06-21,LAX,23336.0,105.0,1112.0,222.25
6133,2012-06-21,MCO,3378.0,20.0,156.0,168.9
6134,2012-06-21,MIA,24877.0,173.0,865.0,143.8
6135,2012-06-21,MSP,1833.0,11.0,100.0,166.64
6136,2012-06-21,ORD,13455.0,66.0,378.0,203.86
6137,2012-06-21,PHL,4893.0,29.0,137.0,168.72
6138,2012-06-21,PHX,1490.0,18.0,61.0,82.78
6139,2012-06-21,SEA,3449.0,22.0,126.0,156.77
6140,2012-06-21,SFO,12796.0,52.0,474.0,246.08
6141,2012-06-21,LGA,15587.0,96.0,571.0,162.36
6142,2012-06-21,BOS,6502.0,35.0,215.0,185.0
6143,2012-06-22,ATL,14046.0,81.0,745.0,173.41
6144,2012-06-22,CLT,3780.0,21.0,87.0,180.0
6145,2012-06-22,DEN,932.0,7.0,47.0,133.14
6146,2012-06-22,DFW,8584.0,65.0,265.0,132.06
6147,2012-06-22,DTW,4767.0,21.0,204.0,227.0
6148,2012-06-22,EWR,15389.0,91.0,601.0,169.11
6149,2012-06-22,IAH,13087.0,122.0,446.0,107.27
6150,2012-06-22,JFK,37655.0,184.0,1475.0,204.65
6151,2012-06-22,LAS,1823.0,10.0,69.0,182.3
6152,2012-06-22,LAX,24025.0,106.0,1142.0,226.65
6153,2012-06-22,MCO,4523.0,23.0,205.0,196.65
6154,2012-06-22,MIA,27965.0,184.0,901.0,151.98
6155,2012-06-22,MSP,1865.0,11.0,93.0,169.55
6156,2012-06-22,ORD,13257.0,65.0,453.0,203.95
6157,2012-06-22,PHL,5778.0,31.0,179.0,186.39
6158,2012-06-22,PHX,1591.0,18.0,62.0,88.39
6159,2012-06-22,SEA,3409.0,19.0,131.0,179.42
6160,2012-06-22,SFO,12905.0,51.0,446.0,253.04
6161,2012-06-22,LGA,15389.0,91.0,601.0,169.11
6162,2012-06-22,BOS,6039.0,28.0,182.0,215.0
6163,2012-06-23,ATL,17208.0,96.0,705.0,179.25
6164,2012-06-23,CLT,5859.0,36.0,110.0,162.75
6165,2012-06-23,DEN,2367.0,18.0,76.0,131.5
6166,2012-06-23,DFW,10416.0,77.0,272.0,135.27
6167,2012-06-23,DTW,5468.0,24.0,222.0,227.83
6168,2012-06-23,EWR,17255.0,105.0,533.0,164.33
6169,2012-06-23,IAH,14852.0,128.0,411.0,116.03
6170,2012-06-23,JFK,39933.0,189.0,1525.0,211.29
6171,2012-06-23,LAS,1337.0,7.0,47.0,191.0
6172,2012-06-23,LAX,26130.0,116.0,1116.0,225.26
6173,2012-06-23,MCO,4865.0,26.0,204.0,187.12
6174,2012-06-23,MIA,29273.0,184.0,891.0,159.09
6175,2012-06-23,MSP,1863.0,11.0,75.0,169.36
6176,2012-06-23,ORD,15100.0,72.0,409.0,209.72
6177,2012-06-23,PHL,6570.0,36.0,187.0,182.5
6178,2012-06-23,PHX,2077.0,22.0,84.0,94.41
6179,2012-06-23,SEA,3902.0,20.0,145.0,195.1
6180,2012-06-23,SFO,14046.0,57.0,441.0,246.42
6181,2012-06-23,LGA,17255.0,105.0,533.0,164.33
6182,2012-06-23,BOS,6145.0,30.0,210.0,204.0
6183,2012-06-24,ATL,14354.0,82.0,712.0,175.05
6184,2012-06-24,CLT,4821.0,27.0,97.0,178.56
